government_entity,source_file,ingestion_date
المؤسسة العامة للتأمينات الاجتماعية***,Government Entity.csv,2026-01-31
جامعة المجمعة الدراسات والخدمات الاستشارية,Government Entity.csv,2026-01-31
جامعة المجمعة معهد الملك سلمان للدراسات والخدمات الاستشارية,Government Entity.csv,2026-01-31
صندوق التنمية العقارية******,Government Entity.csv,2026-01-31
الجمعية السعودية للزراعة العضوية,Government Entity.csv,2026-01-31
جمعية التعاونية الصحية رفادة تحت التاسيس,Government Entity.csv,2026-01-31
المركز الوطني لتعزيز الصحة النفسية,Government Entity.csv,2026-01-31
مجمع خادم الحرمين الشريفين الملك سلمان بن عبد العزيز آل سعود للحديث النبوي الشريف,Government Entity.csv,2026-01-31
الجامعة العربية المفتوحة*,Government Entity.csv,2026-01-31
جامعة نايف العربية للعلوم الامنية***,Government Entity.csv,2026-01-31
الجمعيه الخيريه لتيسير الزواج بعنيزة,Government Entity.csv,2026-01-31
الجمعية الخيرية لتحفيظ القران بالأسياح,Government Entity.csv,2026-01-31
جمعية الدعوة والإرشاد وتوعية الجاليات بمحايل عسير,Government Entity.csv,2026-01-31
جمعية الجارودية الخيرية,Government Entity.csv,2026-01-31
البرنامج الوطني لدعم ادارة المشروعات والتشغيل والصيانة في الجهات العامة (مشروعات),Government Entity.csv,2026-01-31
مدينة الملك عبدالعزيز للعلوم والتقنيه*,Government Entity.csv,2026-01-31
الجمعية الخيرية لتحفيظ القران بشرورة,Government Entity.csv,2026-01-31
مركز التدريب الوطني لإدارة المنشآت والضيافة فهم,Government Entity.csv,2026-01-31
الاكاديمية الوطنية لتقنية المعلومات,Government Entity.csv,2026-01-31
الأكاديمية الوطنية البحرية,Government Entity.csv,2026-01-31
جمعية البر الخيرية بالسويرقية,Government Entity.csv,2026-01-31
جمعية المرافق الخضراء,Government Entity.csv,2026-01-31
جمعية البر والخدمات الإجتماعية بأملج,Government Entity.csv,2026-01-31
جمعية أملج الخضراء,Government Entity.csv,2026-01-31
جمعيه خدمات الشباب بالسليل,Government Entity.csv,2026-01-31
دارة الملك عبدالعزيز****,Government Entity.csv,2026-01-31
الادارة العامة للخدمات الطبية بالقوات المسلحة الايداع للخدمات الطبية للقوات المسلحة,Government Entity.csv,2026-01-31
صندوق الايرادات المالية الذاتية لمدينة الملك فهد الطبية,Government Entity.csv,2026-01-31
نادي الصقور السعودي*,Government Entity.csv,2026-01-31
صندوق التعليم العالي الجامعي*,Government Entity.csv,2026-01-31
مؤسسة محمد بن سلمان مسك,Government Entity.csv,2026-01-31
المركز الوطني للقياس والتقويم,Government Entity.csv,2026-01-31
جمعية سمح للخدمات الطبية,Government Entity.csv,2026-01-31
فرع خدمه المجتمع والتدريب المستمر بالقصيم,Government Entity.csv,2026-01-31
الهيئة العامة للمساحة**,Government Entity.csv,2026-01-31
جمعية البر الأهلية بوادي يبه,Government Entity.csv,2026-01-31
جامعة أم القرى معهد البحوث والدراسات الاستشارية**,Government Entity.csv,2026-01-31
معهد البحوث والدراسات عالي,Government Entity.csv,2026-01-31
الهيئة السعودية للمحاسبين القانونيين*,Government Entity.csv,2026-01-31
جامعة الملك عبدالعزيز المستحقات,Government Entity.csv,2026-01-31
الأبحاث والدراسات جامعة الملك سعود,Government Entity.csv,2026-01-31
مركز التميز لامن المعلومات,Government Entity.csv,2026-01-31
جمعية ريادة الاعمال,Government Entity.csv,2026-01-31
عمادة الدراسات العليا البرنامج الموازي,Government Entity.csv,2026-01-31
جامعة الملك سعود - دار الجامعة للنشر,Government Entity.csv,2026-01-31
الجمعية الخيرية لتحفيظ القران بالليث,Government Entity.csv,2026-01-31
جمعية النخبة الشبابية,Government Entity.csv,2026-01-31
الهيئة العامة للأوقاف,Government Entity.csv,2026-01-31
جمعية الامام محمد سعود الخيرية تبرعات,Government Entity.csv,2026-01-31
هيئة المدن والمناطق الأقتصادية الخاصة,Government Entity.csv,2026-01-31
الجمعية الخيرية بمحافظة بقعاء,Government Entity.csv,2026-01-31
مستشفى الملك خالد للعيون القرنيات,Government Entity.csv,2026-01-31
الجامعة الاسلامية بالمدينة المنورة البحوث والدراسات الاستشارية,Government Entity.csv,2026-01-31
مؤسسة مبادرة مستقبل الاستثمار,Government Entity.csv,2026-01-31
المؤسسة العامة للتأمينات الاجتماعية,Government Entity.csv,2026-01-31
جمعية ارزاق لحفظ النعمة بمحافظة الطائف,Government Entity.csv,2026-01-31
الجمعية التعاونية للنحالين بمحافظة الطائف,Government Entity.csv,2026-01-31
مركز التعليم المستمر,Government Entity.csv,2026-01-31
جمعية أبواب العمل التطوعي,Government Entity.csv,2026-01-31
جامعة الباحة معهد الدراسات والخدمات الاستشارية,Government Entity.csv,2026-01-31
جمعية الدعوة والارشاد وتوعية الجاليات بمحافظة الخرج,Government Entity.csv,2026-01-31
جمعية البر الخيرية بمحافظة قريه العليا,Government Entity.csv,2026-01-31
جمعية الصمان الخضراء البيئية,Government Entity.csv,2026-01-31
الجمعية الخيرية لتحفيظ القران الكريم بالاحساء,Government Entity.csv,2026-01-31
جامعة الملك فهد للبترول والمعادن - معهد البحوث,Government Entity.csv,2026-01-31
جامعة الطائف الإستشارات,Government Entity.csv,2026-01-31
حساب جامعة الملك فيصل معهد البحوث والإستشارات,Government Entity.csv,2026-01-31
جامعة الملك فيصل حساب الوفورات,Government Entity.csv,2026-01-31
مشاريع التعاون الدولي بجامعة الملك فيصل,Government Entity.csv,2026-01-31
جمعية البراري للمحافظة على البيئة والحياة الفطرية,Government Entity.csv,2026-01-31
جمعية الدار التراثية,Government Entity.csv,2026-01-31
المركز الوطني لإدارة الدين,Government Entity.csv,2026-01-31
جامعة الإمام عبدالرحمن بن فيصل مركز التعليم المستمر,Government Entity.csv,2026-01-31
جمعية تاروت الخيرية للخدمات الاجتماعية,Government Entity.csv,2026-01-31
الجمعية الخيرية لتحفيظ القرآن الكريم بالدمام,Government Entity.csv,2026-01-31
جمعية مشاة ينبع,Government Entity.csv,2026-01-31
جمعية طيبة النسائية للتنمية الاجتماعية,Government Entity.csv,2026-01-31
جمعية البر بمكة المكرمة,Government Entity.csv,2026-01-31
جامعة طيبة بحوث والاستشارات,Government Entity.csv,2026-01-31
جمعية البيئة بالمدينة المنورة,Government Entity.csv,2026-01-31
جمعية البر الخيرية بمحافظة غامد الزناد,Government Entity.csv,2026-01-31
مركز الإعتماد الخليجي,Government Entity.csv,2026-01-31
لجنة التنمية الاجتماعية بحي عرقة,Government Entity.csv,2026-01-31
جمعية فرسان لقفز الحواجز بمنطقة جازان,Government Entity.csv,2026-01-31
جمعيه مشاة طيبه الرياضي,Government Entity.csv,2026-01-31
جمعية التنمية الاسرية بتبوك*,Government Entity.csv,2026-01-31
الجمعية السعودية للاعاقة السمعية,Government Entity.csv,2026-01-31
وزارة التجارة والاستثمار تأسيس ضمان تمويل برنامج كفالة,Government Entity.csv,2026-01-31
فرع خدمة المجتمع والتدريب المستمر بتبوك,Government Entity.csv,2026-01-31
جامعة القصيم المدينة الطبية ايرادات مركز الخدمات الطبية الخاصه,Government Entity.csv,2026-01-31
اتحاد غرف دول مجلس التعاون الخليجي,Government Entity.csv,2026-01-31
مركز خدمة المجتمع والتدريب المستمر بالكلية التقنية بجدة,Government Entity.csv,2026-01-31
الهيئة السعودية للبيانات والذكاء الاصطناعي,Government Entity.csv,2026-01-31
بنك التصدير والإستيراد السعودي,Government Entity.csv,2026-01-31
جمعية البر الخيرية بالعيص,Government Entity.csv,2026-01-31
وزارة الشؤون البلدية والقروية,Government Entity.csv,2026-01-31
منسوبي جامعة تبوك*,Government Entity.csv,2026-01-31
جامعة تبوك-الدراسات والخدمات الاستشارية,Government Entity.csv,2026-01-31
مؤسسة الملك فيصل الخيرية*,Government Entity.csv,2026-01-31
معهد خادم الحرمين الشرفين لابحاث الحج والعمرة بجامعة ام القرى,Government Entity.csv,2026-01-31
الهيئة السعودية للمدن الصناعية ومناطق التقنية,Government Entity.csv,2026-01-31
النادي الادبي بجازان - 44111158000204,Government Entity.csv,2026-01-31
المركز الوطني للتقويم والاعتماد الاكاديمي - ايرادات,Government Entity.csv,2026-01-31
الجمعية العلمية السعودية للعلاقات العامة,Government Entity.csv,2026-01-31
جامعة الامام محمد بن سعود الاسلامية كقطاع خاص,Government Entity.csv,2026-01-31
جمعية لا بأس الصحية بالقنفذة,Government Entity.csv,2026-01-31
مؤسسة الإسكان التنموي,Government Entity.csv,2026-01-31
جمعية منفعة,Government Entity.csv,2026-01-31
مركز التدريب وخدمة المجتمع بكلية المعلمين,Government Entity.csv,2026-01-31
المركز التربوي للتطوير والتنمية المهنية,Government Entity.csv,2026-01-31
مركز خدمة المجتمع والتدريب المستمر,Government Entity.csv,2026-01-31
جمعية التنمية الاهلية بحي الازدهار,Government Entity.csv,2026-01-31
فرع خدمة المجتمع والتدريب المستمر بالرياض,Government Entity.csv,2026-01-31
مركز خدمة المجتمع الكلية التقنية,Government Entity.csv,2026-01-31
مؤسسة تنمية الغطاء النباتي الاهلية,Government Entity.csv,2026-01-31
جمعية حفاظ الفران الكريم,Government Entity.csv,2026-01-31
صندوق التنمية الوطني,Government Entity.csv,2026-01-31
عمادة معهد البحوث والاستشارات / جامعة الملك عبدالعزيز,Government Entity.csv,2026-01-31
عمادة البحث العلمي*,Government Entity.csv,2026-01-31
معهد البحوث والاستشارات بجامعة جدة,Government Entity.csv,2026-01-31
جامعة الملك عبدالعزيز مركز المبدعون للدراسات*,Government Entity.csv,2026-01-31
جامعة الملك عبدالعزيز استشارات وتدريب,Government Entity.csv,2026-01-31
جمعية البحث العلمي والابتكار,Government Entity.csv,2026-01-31
جمعية الاوقاف الصحية وقف,Government Entity.csv,2026-01-31
جمعية البر الأهلية بمحافظة الحجرة*,Government Entity.csv,2026-01-31
المركز الوطني للتعليم الالكتروني,Government Entity.csv,2026-01-31
جمعية تحفيظ القران الكريم بالمظيلف,Government Entity.csv,2026-01-31
جمعية بنيانكم للاسكان التنموي,Government Entity.csv,2026-01-31
المركز الوطني لأبحاث وتطوير الزراعة المستدامة استدامه,Government Entity.csv,2026-01-31
جمعية التوعية والتاهيل الاجتماعي الرياض,Government Entity.csv,2026-01-31
مركز الإسناد و التصفية,Government Entity.csv,2026-01-31
جامعة القصيم عمادة الدراسات العليا  رسوم طلاب,Government Entity.csv,2026-01-31
جامعة القصيم المدينة الطبية الايرادات الذاتية,Government Entity.csv,2026-01-31
معهد الدراسات والخدمات الاستشارية بجامعة,Government Entity.csv,2026-01-31
جمعية دائم للاوقاف,Government Entity.csv,2026-01-31
المحميات الملكية,Government Entity.csv,2026-01-31
محمية الإمام عبدالعزيز بن محمد,Government Entity.csv,2026-01-31
محمية الإمام تركي بن عبدالله,Government Entity.csv,2026-01-31
محمية الملك عبدالعزيز,Government Entity.csv,2026-01-31
محمية الملك سلمان بن عبدالعزيز,Government Entity.csv,2026-01-31
محمية الأمير محمد بن سلمان,Government Entity.csv,2026-01-31
الجمعية الخيرية بالحائط,Government Entity.csv,2026-01-31
الجمعية الخيرية بتنومة بني شهر,Government Entity.csv,2026-01-31
وزارة التربية والتعليم مؤسسة تكافل الخيرية,Government Entity.csv,2026-01-31
مركز الملك سلمان لابحاث الاعاقة بمنطقة الرياض,Government Entity.csv,2026-01-31
مركز الملك عبدالله بن عبدالعزيز للتخطيط والسياسات اللغوية,Government Entity.csv,2026-01-31
جمعية الاحسان الطبية الخيرية,Government Entity.csv,2026-01-31
معهد البحوث والاستشارات*,Government Entity.csv,2026-01-31
الهيئة السعودية للسياحة حساب الإيرادات والإعلانات,Government Entity.csv,2026-01-31
مجمع الملك سلمان العالمي للغة العربية ايرادات,Government Entity.csv,2026-01-31
الهيئة العامة للطيران المدني**************,Government Entity.csv,2026-01-31
المركز الوطني للفعاليات***,Government Entity.csv,2026-01-31
أكاديمية المطارات,Government Entity.csv,2026-01-31
الغرفة التجارية الصناعية بجازان,Government Entity.csv,2026-01-31
هيئة الفروسية,Government Entity.csv,2026-01-31
جمعية الملك عبدالعزيز للخدمات الإجتماعية,Government Entity.csv,2026-01-31
هيئة التقييس لدول مجلس التعاون لدول الخليج العربية*,Government Entity.csv,2026-01-31
جمعية البر الخيرية بالبكيرية الحساب الرئيسي,Government Entity.csv,2026-01-31
الجمعية الخيرية لتحفيظ القران الكريم****,Government Entity.csv,2026-01-31
جمعية تجهيز لرعاية شؤون الموتى تجهيز,Government Entity.csv,2026-01-31
جمعية النهضة,Government Entity.csv,2026-01-31
الأكاديمية المالية*,Government Entity.csv,2026-01-31
حساب معهد الدراسات والخدمات الإستشارية بجامعة نجران,Government Entity.csv,2026-01-31
جمعية الدعوة والارشاد وتوعية الجاليات بالمسيجيد عام,Government Entity.csv,2026-01-31
المؤسسة العربية للاتصالات الفضائية**,Government Entity.csv,2026-01-31
جمعية أمان للتنمية الأسرية,Government Entity.csv,2026-01-31
جمعية معمار الاهلية,Government Entity.csv,2026-01-31
جامعة الأمير سلطان الأهلية*,Government Entity.csv,2026-01-31
الجمعية التعاونية للرمان بمنطقة الباحة,Government Entity.csv,2026-01-31
جمعية البر الخيرية بام الدوم,Government Entity.csv,2026-01-31
جمعية الروضة الخيرية الرئيسي,Government Entity.csv,2026-01-31
جمعية طاقات الشباب,Government Entity.csv,2026-01-31
جمعية الابرشي للألعاب الرياضية بالجاوة,Government Entity.csv,2026-01-31
الجمعية التعاونية لنبات اليسر والنباتات الصحراوية*,Government Entity.csv,2026-01-31
جمعية لأجلهم لخدمة ذوي الاعاقة,Government Entity.csv,2026-01-31
المركز الوطني للتنمية الصناعية,Government Entity.csv,2026-01-31
جمعية المصدرين الصناعيين,Government Entity.csv,2026-01-31
الجمعية التعاونية للزيتون بالباحة,Government Entity.csv,2026-01-31
جمعية الارادة للموهوبين من ذوي الاعاقه,Government Entity.csv,2026-01-31
جمعية اعمار بمنطقة المدينة المنورة,Government Entity.csv,2026-01-31
البنك الإسلامي للتنمية*,Government Entity.csv,2026-01-31
صندوق الشهداء والمصابين والأسرى والمفقودين,Government Entity.csv,2026-01-31
جمعية اعمال للتنمية الاسرية أعمال,Government Entity.csv,2026-01-31
جمعية غضا البيئية,Government Entity.csv,2026-01-31
جامعة الأمير مقرن بن عبدالعزيز,Government Entity.csv,2026-01-31
جمعية سدير الخضراء,Government Entity.csv,2026-01-31
جمعية التطوع الصحية أثر,Government Entity.csv,2026-01-31
الأكاديمية السعودية للترفية نسائي,Government Entity.csv,2026-01-31
جمعية الفلسفة,Government Entity.csv,2026-01-31
جمعية التنمية البيئية فسيل,Government Entity.csv,2026-01-31
الجمعية السعودية للمحافظة على التراث**,Government Entity.csv,2026-01-31
صندوق التعليم العالي الجامعي,Government Entity.csv,2026-01-31
الجمعية السعودية للإستزراع المائي,Government Entity.csv,2026-01-31
الجمعية السعودية للعلوم التربوية والنفسية,Government Entity.csv,2026-01-31
المركز الوطني لنظم الموارد الحكومية ايرادات منتجات,Government Entity.csv,2026-01-31
جمعية القهوة,Government Entity.csv,2026-01-31
جمعية سنابل الزراعية,Government Entity.csv,2026-01-31
المركز الوطني لأبحاث وتطوير الزراعة المستدامة,Government Entity.csv,2026-01-31
جمعية اكرام عابري السبيل مكارم,Government Entity.csv,2026-01-31
جمعية سند للرعاية الاسرية بغران,Government Entity.csv,2026-01-31
جمعية مكارم الأخلاق,Government Entity.csv,2026-01-31
الجمعية التعاونية الزراعية بقرى ال عاصمي,Government Entity.csv,2026-01-31
جمعية البر الخيرية بالمسيجيد,Government Entity.csv,2026-01-31
الجمعية الخيرية لتحفيظ القرآن الكريم بالدوادمي,Government Entity.csv,2026-01-31
الأكاديمية السعودية الرقمية,Government Entity.csv,2026-01-31
جمعية المحافظة على الاشجار والمنتزهات,Government Entity.csv,2026-01-31
المركز الوطني لنظم الموارد الحكومية,Government Entity.csv,2026-01-31
جامعة حائل نفقات,Government Entity.csv,2026-01-31
جامعة حائل*,Government Entity.csv,2026-01-31
جمعية ناطق للنطق و التخاطب,Government Entity.csv,2026-01-31
هيئة الحكومة الرقمية,Government Entity.csv,2026-01-31
الغرفة التجارية والصناعية بحائل,Government Entity.csv,2026-01-31
جمعية دعم التعليم - تعلم,Government Entity.csv,2026-01-31
المركز الوطني للتقويم والاعتماد الاكاديمي ايردات*,Government Entity.csv,2026-01-31
هيئة التراث,Government Entity.csv,2026-01-31
الأكاديمية الوطنية للصناعات العسكرية,Government Entity.csv,2026-01-31
مؤسسة البريد السعودي ايرادات البريد الممتاز*,Government Entity.csv,2026-01-31
المعهد الوطني للتطوير المهني التعليمي,Government Entity.csv,2026-01-31
مؤسسة الامير خالد الفيصل الثقافية,Government Entity.csv,2026-01-31
مؤسسة حديقة الملك سلمان,Government Entity.csv,2026-01-31
منظمة الأغذية والزراعة للأمم المتحدة,Government Entity.csv,2026-01-31
مركز الملك عبدالعزيز للتواصل الحضاري,Government Entity.csv,2026-01-31
المركز السعودي لاعتماد المنشات الصحية الإيرادات,Government Entity.csv,2026-01-31
مؤسسة المسار الرياضي,Government Entity.csv,2026-01-31
صندوق التنمية الثقافي,Government Entity.csv,2026-01-31
جمعية تنافس للرياضة الجميع,Government Entity.csv,2026-01-31
معهد الرياض للتقنية,Government Entity.csv,2026-01-31
الهيئة السعودية للمراجعين الداخليين,Government Entity.csv,2026-01-31
جامعة الامير سطام بن عبدالعزيز,Government Entity.csv,2026-01-31
الغرفة التجارية الصناعية**,Government Entity.csv,2026-01-31
الغرفة التجارية الصناعية بالرس,Government Entity.csv,2026-01-31
جمعية الوفاء الخيرية النسائية,Government Entity.csv,2026-01-31
جمعية التنمية الاسرية بالاحساء اسرية,Government Entity.csv,2026-01-31
جمعية التنمية البشرية همة,Government Entity.csv,2026-01-31
جمعية اصدقاء مرضى السكر الخيرية,Government Entity.csv,2026-01-31
المركز السعودي للتحكيم التجاري**,Government Entity.csv,2026-01-31
الهيئة العامة للصناعات العسكرية*,Government Entity.csv,2026-01-31
جامعة الملك فهد للبترول والمعادن صندوق الطلاب,Government Entity.csv,2026-01-31
الجمعية الإعلامية إعلامي,Government Entity.csv,2026-01-31
جمعية الغاط البيئية,Government Entity.csv,2026-01-31
معهد الدراسات والخدمات الاستشارية بجامعة الباحة,Government Entity.csv,2026-01-31
الاكاديمية الوطنية للطيران طيران,Government Entity.csv,2026-01-31
جمعية ترميم,Government Entity.csv,2026-01-31
جمعية مشاة الزلفي,Government Entity.csv,2026-01-31
جمعية البيئة بحائل,Government Entity.csv,2026-01-31
جمعية التمور للخدمات الإنسانية,Government Entity.csv,2026-01-31
جمعية تمكين العمل التنموي,Government Entity.csv,2026-01-31
جمعية المبرمجين,Government Entity.csv,2026-01-31
جامعة المجمعة  العقود الاستشارية,Government Entity.csv,2026-01-31
جمعية الحوسبة السحابية,Government Entity.csv,2026-01-31
جمعية التميز الرياضي,Government Entity.csv,2026-01-31
جمعية نور للعلوم والفلك,Government Entity.csv,2026-01-31
جمعية سدير الزراعية,Government Entity.csv,2026-01-31
جمعية وعي البيئية,Government Entity.csv,2026-01-31
جمعية حماية البيئة بحفر الباطن,Government Entity.csv,2026-01-31
جمعية احسان للخدمات القانونية,Government Entity.csv,2026-01-31
جمعيه الاقتصاد الاجتماعي,Government Entity.csv,2026-01-31
الجمعية السعودية للنباتات,Government Entity.csv,2026-01-31
جمعية ابقى للخدمات والاستشارات الوقفية,Government Entity.csv,2026-01-31
جمعية اندية الهواة,Government Entity.csv,2026-01-31
مركز التميز المالي والمحاسبي,Government Entity.csv,2026-01-31
جمعية نماء للخدمات الوقفية بمنطقة الحدود الشمالية اوقافنا,Government Entity.csv,2026-01-31
جمعية تطوير لخدمة الاحياء,Government Entity.csv,2026-01-31
مؤسسة ريف الأهلية,Government Entity.csv,2026-01-31
جمعية المترجمين السعوديين,Government Entity.csv,2026-01-31
جمعية العطاء الرقمي,Government Entity.csv,2026-01-31
جمعية واعد الرياضية,Government Entity.csv,2026-01-31
جمعية الأحباس الوقفية,Government Entity.csv,2026-01-31
المعهد العالي للسياحة والضيافة جازان,Government Entity.csv,2026-01-31
المعهد العالي للسياحة والضيافة,Government Entity.csv,2026-01-31
الجمعية النووية السعودية*,Government Entity.csv,2026-01-31
الجمعية الخيرية الصحية لرعاية المرضى (عناية),Government Entity.csv,2026-01-31
جمعية السيارات والدراجات النارية,Government Entity.csv,2026-01-31
الجمعية التعاونية تمكين للاستشارات والتدريب بمنطقة الشرقية,Government Entity.csv,2026-01-31
الهيئة السعودية للمحامين,Government Entity.csv,2026-01-31
جمعية الشوامخ الرياضيه,Government Entity.csv,2026-01-31
المركز السعودي للمراجعه المالية والرقابة  على الاداء حساب ايرادات,Government Entity.csv,2026-01-31
جامعة تبوك الدراسات والخدمات الاستشارية,Government Entity.csv,2026-01-31
مؤسسة مرصد العمل غير الربحي,Government Entity.csv,2026-01-31
الجمعية الخيرية لتطوير العمل التنموي,Government Entity.csv,2026-01-31
الجمعية العلمية القضائية السعودية,Government Entity.csv,2026-01-31
جمعية بدار لتنمية الشباب,Government Entity.csv,2026-01-31
الهيئة السعودية للمواصفات والمقاييس والجودة الصرف من الايرادات,Government Entity.csv,2026-01-31
الجمعية السعودية للمحفظة على التراث,Government Entity.csv,2026-01-31
جامعة حائل معهد البحوث,Government Entity.csv,2026-01-31
معهد البحوث والخدمات الاستشارية بجامعة جازان,Government Entity.csv,2026-01-31
الهيئة العامة لحي السفارات*,Government Entity.csv,2026-01-31
مركز الدراسات والبحوث القانونية,Government Entity.csv,2026-01-31
جمعية آفاق الخضراء البيئية,Government Entity.csv,2026-01-31
جمعية تواصل للتقنيات المساعدة لذوي الاعاقة,Government Entity.csv,2026-01-31
مركز الملك فيصل للبحوث والدراسات,Government Entity.csv,2026-01-31
اوقاف جامعة الملك سعود,Government Entity.csv,2026-01-31
صندوق أندية ضباط القوات المسلحة,Government Entity.csv,2026-01-31
الجمعية التعاونية للتحول الرقمي بمدينة الرياض,Government Entity.csv,2026-01-31
معهد التنمية والخدمات الإستشارية,Government Entity.csv,2026-01-31
جامعة الأميرة نورة بنت عبدالرحمن الدراسات والخدمات الاستشارية,Government Entity.csv,2026-01-31
جامعة الامام محمد بن سعود الإسلامية الدراسات و الخدمات الاستشارية,Government Entity.csv,2026-01-31
جمعية البر الخيرية بالخبراء,Government Entity.csv,2026-01-31
الأمانة العامة لمجلس المخاطر الوطنية,Government Entity.csv,2026-01-31
الجمعية السعودية للأدب المقارن,Government Entity.csv,2026-01-31
الجمعية الجغرافية السعودية*,Government Entity.csv,2026-01-31
جامعة الملك سعود صندوق الطلاب,Government Entity.csv,2026-01-31
جامعة الملك سعود*****,Government Entity.csv,2026-01-31
الاستثمار جامعة الملك سعود,Government Entity.csv,2026-01-31
مركز التميز لامن المعلومات جامعة الملك سعود,Government Entity.csv,2026-01-31
جامعة الملك سعود  دار الجامعة للنشر  ال سلف,Government Entity.csv,2026-01-31
جمعية المستودع الخيري بمحافظة شرورة,Government Entity.csv,2026-01-31
الاتحاد السعودي للأمن السيبراني والبرمجة,Government Entity.csv,2026-01-31
إصلاح الاضرار البيئية بالمنطقة الشرقية والشمالية الشرقية بالمملكة,Government Entity.csv,2026-01-31
مركز الملك عبدالعزيز للحوار الوطني,Government Entity.csv,2026-01-31
الهيئة العامة للتطوير الدفاعي,Government Entity.csv,2026-01-31
مركز الامير سلطان للدراسات والبحوث الدفاعية,Government Entity.csv,2026-01-31
مكتبة الملك عبدالعزيز العامة**,Government Entity.csv,2026-01-31
مركز الأمير سلطان للدراسات والبحوث الدفاعية أعمال تشغيلية ومشتريات,Government Entity.csv,2026-01-31
الأكاديمية المالية**,Government Entity.csv,2026-01-31
نادي سباقات الخيل الرئيسي,Government Entity.csv,2026-01-31
برنامج الأمم المتحدة الإنمائي*,Government Entity.csv,2026-01-31
هيئة تطوير ينبع وأملج والوجه وضباء,Government Entity.csv,2026-01-31
الجمعية السعودية للفنون التشكيلية*,Government Entity.csv,2026-01-31
مجمع الملك عبدالعزيز للمكتبات الوقفية,Government Entity.csv,2026-01-31
مركز دعم هيئات التطوير,Government Entity.csv,2026-01-31
المكتب الاستراتيجي  لتطوير منطقة الجوف,Government Entity.csv,2026-01-31
المكتب الإستراتيجي لتطوير منطقة جازان,Government Entity.csv,2026-01-31
هيئة تنمية البحث والتطوير والابتكار,Government Entity.csv,2026-01-31
المكتب الاستراتيجي لتطوير منطقة الباحة,Government Entity.csv,2026-01-31
جامعة الملك عبدالعزيز رواتب سريع,Government Entity.csv,2026-01-31
جامعة الملك عبدالعزيز معهد البحوث والاستشارات,Government Entity.csv,2026-01-31
جامعة الملك عبدالعزيز عمادة خدمة المجتمع والتعليم المستمر,Government Entity.csv,2026-01-31
جامعة الملك عبدالعزيز عمادة البحث العلمي,Government Entity.csv,2026-01-31
معهد البحوث والاستشارات بجامعة جدة*,Government Entity.csv,2026-01-31
بنك المنشآت الصغيرة والمتوسطة,Government Entity.csv,2026-01-31
الهيئة العليا للأمن الصناعي,Government Entity.csv,2026-01-31
مركز مشاريع البنية التحتية بمنطقة الرياض,Government Entity.csv,2026-01-31
جامعة ام القرى معهد البحوث والدراسات الاستشارية*,Government Entity.csv,2026-01-31
المركز الوطني للتفتيش والرقابة,Government Entity.csv,2026-01-31
الهيئة العامة للسياحة والتراث الوطني****,Government Entity.csv,2026-01-31
المركز السعودي للإعتماد,Government Entity.csv,2026-01-31
هيئة تقويم التعليم والتدريب,Government Entity.csv,2026-01-31
مؤسسة تطوير جزيرة دارين وتاروت,Government Entity.csv,2026-01-31
معهد الطاقة,Government Entity.csv,2026-01-31
الهيئة السعودية للألعاب والرياضات الإلكترونية,Government Entity.csv,2026-01-31
مركز برنامج التحول الوطني,Government Entity.csv,2026-01-31
المركز الوطني للمناهج,Government Entity.csv,2026-01-31
الهيئة العليا لاستضافة كأس العالم 2034,Government Entity.csv,2026-01-31
مؤسسة كأس العالم للرياضات الالكترونية,Government Entity.csv,2026-01-31
جامعة ام القرى الكلية التطبيقية الدورات التدريبية والتطوير المهني,Government Entity.csv,2026-01-31
المركز السعودي لكود البناء,Government Entity.csv,2026-01-31
مؤسسة الوليد الانسانية,Government Entity.csv,2026-01-31
معهد الدراسات والخدمات الاستشارية البرامج التعليمية,Government Entity.csv,2026-01-31
مجلس الضمان الصحي التعاوني**,Government Entity.csv,2026-01-31
مجلس الضمان الصحي التعاوني صحي,Government Entity.csv,2026-01-31
المركز السعودي لكفاءة الطاقة*,Government Entity.csv,2026-01-31
صندوق مكتبة الملك فهد الوطنية*,Government Entity.csv,2026-01-31
وزارة التعليم العالي - المركز الوطني للتعليم الالكتروني*,Government Entity.csv,2026-01-31
كلية الدراسات التطبيقية وخدمة المجتمع,Government Entity.csv,2026-01-31
جامعة جده,Government Entity.csv,2026-01-31
الجامعة السعودية الالكترونية معهد البحوث والدراسات,Government Entity.csv,2026-01-31
معهد الدراسات والخدمات الاستشارية جامعة القصيم,Government Entity.csv,2026-01-31
جامعة القصيم الدراسات والخدمات الإستشارية,Government Entity.csv,2026-01-31
جمعية الكشافة العربية السعودية *,Government Entity.csv,2026-01-31
الهيئة السعودية للمقيمين المعتمدين*,Government Entity.csv,2026-01-31
معهد البحوث والخدمات الاستشارية جامعة جازان*,Government Entity.csv,2026-01-31
جمعية مترجمي لغة الإشارة,Government Entity.csv,2026-01-31
الإدارة العامة لأندية منسوبي وزارة*,Government Entity.csv,2026-01-31
صندوق البرامج الخاصة بقطاع التعليم,Government Entity.csv,2026-01-31
الهيئة العامة للعقار . الايرادات,Government Entity.csv,2026-01-31
الغرفة الصناعية بأبها,Government Entity.csv,2026-01-31
جمعية رأس المال الجرئ,Government Entity.csv,2026-01-31
الجمعية التعاونية للأسر المنتجة بقرى ال عاصمي,Government Entity.csv,2026-01-31
جامعة جازان حساب الادارة العامة للاستثمار,Government Entity.csv,2026-01-31
